title,lead,director,genre,revenue,budget,profit_ratio,director_average_profit_ratio,lead_average_profit_ratio,lead_worked_in_genre_count,director_worked_in_genre_count,director_worked_with_lead_count
Ray,789,280,6,124731534,40000000,3.11828835,2.374001152,1.898406298,4,2,1
Havana,265,127,6,9243140,40000000,0.2310785,3.692063572,2.63618583,8,5,1
Sin City,724,30,4,158733820,40000000,3.9683455,2.592559936,3.894687179,1,7,2
House of Wax,816,891,10,68766121,40000000,1.719153025,3.508643994,0.936835336,1,3,1
Wedding Crashers,598,750,3,285176741,40000000,7.129418525,3.005311492,3.166471558,6,2,1
Corpse Bride,35,76,13,117195061,40000000,2.929876525,2.832377782,1.561775807,3,1,4
Get Rich or Die Tryin',838,131,6,46442528,40000000,1.1610632,2.164624356,0.63373625,1,4,1
Rent,840,918,6,31670620,40000000,0.7917655,1.69926528,0.7917655,1,1,1
Big Momma's House 2,417,123,3,138259062,40000000,3.45647655,2.0890539,3.002053584,4,1,2
Eight Below,275,52,2,120455994,40000000,3.01139985,2.229042357,2.027939612,1,1,1
The Lake House,52,949,13,114830111,40000000,2.870752775,2.870752775,2.777037085,1,1,1
Marie Antoinette,406,536,6,60474340,40000000,1.5118585,1.736568462,1.688314905,3,4,1
Black Gold,872,275,2,5446000,40000000,0.13615,1.067901583,0.374990095,4,6,4
Black Gold,872,275,2,5446000,40000000,0.13615,1.067901583,0.374990095,4,6,4
Black Gold,872,275,2,5446000,40000000,0.13615,1.067901583,0.374990095,4,6,4
Black Gold,872,275,2,5446000,40000000,0.13615,1.067901583,0.374990095,4,6,4
The Illusionist,355,959,9,86915017,40000000,2.172875425,3.854777914,1.375297093,1,1,1
The Wicker Man,17,370,11,38755073,40000000,0.968876825,1.206666764,1.971246251,1,1,1
Apocalypto,881,41,4,120175290,40000000,3.00438225,3.434535922,3.00438225,1,2,1
Stormbreaker,884,880,2,23937870,40000000,0.59844675,6.039362883,1.932837646,1,1,1
The Prestige,880,603,6,109676311,40000000,2.741907775,3.209215543,1.635942561,3,1,1
Music and Lyrics,327,742,3,145896422,40000000,3.64741055,2.224558329,2.516310699,5,3,1
The Reaping,894,211,12,62771059,40000000,1.569276475,2.355858171,1.66548572,1,1,1
Aliens vs Predator: Requiem,932,1033,9,41797066,40000000,1.04492665,3.863515125,1.04492665,1,1,1
The Water Horse,934,715,9,103071443,40000000,2.576786075,1.698784264,2.576786075,1,1,1
Vantage Point,128,1038,6,151161491,40000000,3.779037275,2.299896058,3.139474424,4,1,1
Made of Honor,723,1060,3,84601681,40000000,2.115042025,2.115042025,1.006351942,1,1,1
The Express,970,276,6,9793496,40000000,0.2448374,1.556027457,0.2448374,1,3,1
He's Just Not That Into You,382,894,3,177259441,40000000,4.431486025,2.618136223,2.343178803,4,2,1
Confessions of a Shopaholic,987,101,3,108332743,40000000,2.708318575,5.208071388,2.708318575,1,2,1
The Proposal,55,957,3,317375031,40000000,7.934375775,5.063152129,4.648968252,6,3,1
Julie & Julia,39,147,13,129540499,40000000,3.238512475,4.872777113,3.604713676,1,1,1
The Final Destination,1010,749,10,186167139,40000000,4.654178475,2.526027759,4.654178475,1,3,1
Whiteout,702,132,4,12206028,40000000,0.3051507,1.352342144,2.573820688,2,2,1
Shorts,1018,30,3,28972508,40000000,0.7243127,2.592559936,0.7243127,1,1,1
Amelia,894,88,2,19258519,40000000,0.481462975,0.863184724,1.66548572,1,1,1
Cirque du Freak: The Vampire's Assistant,933,945,2,28169671,40000000,0.704241775,0.839698014,0.696764982,1,1,1
Fantastic Mr. Fox,30,402,2,46471023,40000000,1.161775575,2.681357111,2.809310333,1,3,1
Ninja Assassin,1021,932,4,60462347,40000000,1.511558675,1.70204982,1.511558675,1,2,1
The Bounty Hunter,526,362,4,136000000,40000000,3.4,3.759096969,1.694699197,5,1,1
Get Him to the Greek,920,1052,3,90029656,40000000,2.2507414,5.11170465,4.03091166,2,5,1
Predators,1040,998,4,126248813,40000000,3.156220325,1.651050668,1.760427741,1,2,1
The Karate Kid,1041,775,4,357852395,40000000,8.946309875,4.185194686,8.946309875,1,3,1
The Social Network,986,25,6,224920315,40000000,5.623007875,4.062399095,2.616876663,1,3,1
Morning Glory,764,445,3,58785180,40000000,1.4696295,3.167063574,3.554926971,1,1,1
Season of the Witch,17,132,2,88100000,40000000,2.2025,1.352342144,1.971246251,1,1,2
The Lincoln Lawyer,143,1186,7,85412898,40000000,2.13532245,1.613338768,2.505834104,4,3,1
Paul,916,1009,2,97552050,40000000,2.43880125,2.766676925,5.214596326,2,1,1
The Mechanic,640,263,4,51070807,40000000,1.276770175,2.805790824,2.06482526,13,2,1
Arthur,1068,1194,3,45735397,40000000,1.143384925,1.143384925,2.031642645,1,1,1
Scream 4,231,37,10,97138686,40000000,2.42846715,3.246226044,5.306424254,3,7,4
Colombiana,1034,1093,4,60965854,40000000,1.52414635,5.075599585,1.929951413,1,3,1
In Time,1083,282,4,173930596,40000000,4.3482649,1.677531463,4.323900521,1,2,1
Extremely Loud & Incredibly Close,1105,745,6,55247881,40000000,1.381197025,2.192321013,1.381197025,1,3,1
One for the Money,935,1240,4,36893721,40000000,0.922343025,0.922343025,3.150987287,2,1,1
Big Miracle,327,894,2,24719215,40000000,0.617980375,2.618136223,2.516310699,2,2,1
A Thousand Words,37,525,6,22044277,40000000,0.551106925,0.997428452,2.842407681,1,1,3
What to Expect When You're Expecting,520,925,13,79700000,40000000,1.9925,3.944091164,3.547545009,2,2,1
Zero Dark Thirty,1143,67,12,132820716,40000000,3.3205179,2.44763077,2.984705587,1,1,1
The Guilt Trip,916,957,3,41863726,40000000,1.04659315,5.063152129,5.214596326,5,3,1
Escape from Planet Earth,378,1299,1,74597643,40000000,1.864941075,1.864941075,1.368995393,2,1,1
42,1154,416,6,95020213,40000000,2.375505325,1.60561584,2.375505325,1,3,1
American Hustle,477,44,6,251171807,40000000,6.279295175,4.174495515,2.329263613,2,4,1
Lone Survivor,258,400,4,149295601,40000000,3.732390025,1.56957192,2.191573798,7,1,2
Grudge Match,10,110,3,44907260,40000000,1.1226815,2.104188561,2.005681337,7,5,1
The Other Woman,520,679,3,196781193,40000000,4.919529825,3.7341191,3.547545009,4,1,2
Lucy,869,262,4,126546825,40000000,3.163670625,2.145272526,3.755235499,1,1,1
Blended,327,304,3,123494610,40000000,3.08736525,4.60569833,2.516310699,5,4,1
Jersey Boys,186,40,16,67347013,40000000,1.683675325,3.849782014,1.134955045,1,1,1
Sex Tape,520,310,3,126069509,40000000,3.151737725,3.720256774,3.547545009,4,4,2
Dumb and Dumber To,13,175,3,169837010,40000000,4.24592525,2.037118523,3.505449414,10,9,2
The Gunman,252,1061,4,13644292,40000000,0.3411073,3.476742019,2.636630479,2,3,1
Get Hard,349,1415,3,111811453,40000000,2.795286325,2.795286325,2.769122246,9,1,1
Victor Frankenstein,1063,853,6,34227298,40000000,0.85568245,1.142756758,2.290350869,1,3,1
Bridge of Spies,1,144,12,165478348,40000000,4.1369587,5.30186565,4.655450038,3,1,2
Ride Along 2,1183,709,4,124827316,40000000,3.1206829,4.665038814,3.356722122,2,2,1
Snowden,911,8,6,37279439,40000000,0.931985975,2.411277524,2.570290947,1,9,1
The Conjuring 2,1280,994,10,320170008,40000000,8.0042502,3.321281167,8.0042502,1,2,1
War Dogs,1149,541,3,86234523,40000000,2.155863075,3.347838422,2.718284284,3,7,1
Mechanic: Resurrection,640,1498,4,125729635,40000000,3.143240875,3.143240875,2.06482526,13,1,1
Hacksaw Ridge,1225,41,6,175302354,40000000,4.38255885,3.434535922,1.691694278,3,1,1
Billy Lynn's Long Halftime Walk,1298,11,6,30930984,40000000,0.7732746,5.529765807,0.7732746,1,4,1
Keeping Up with the Joneses,1289,1009,4,29918745,40000000,0.747968625,2.766676925,0.957984313,2,1,1
A Cure for Wellness,1112,294,11,26559557,40000000,0.663988925,2.459635972,3.591199401,1,1,1
John Wick: Chapter 2,52,1374,12,171539887,40000000,4.288497175,4.363290113,2.777037085,1,1,2
Resident Evil: The Final Chapter,623,22,4,312242626,40000000,7.80606565,3.290114347,3.15628351,3,6,5
Trading Places,37,121,3,90400000,40600000,2.226600985,2.40860868,2.842407681,11,4,3
8 Mile,660,274,6,215000000,41000000,5.243902439,4.138155922,5.243902439,1,1,1
"I Love You, Man",985,806,3,91636986,41000000,2.235048439,3.145193284,1.79216422,4,3,1
The Big Year,598,950,3,7448385,41000000,0.181667927,3.963465991,3.166471558,6,3,2
The Whole Nine Yards,19,381,3,106371651,41300000,2.57558477,2.365123749,2.450132205,6,4,1
Strange Days,59,67,7,7959291,42000000,0.189506929,2.44763077,3.196739219,1,1,1
The Firm,99,127,6,270248367,42000000,6.434484929,3.692063572,4.492738524,7,5,1
The Rocketeer,319,2,4,62000000,42000000,1.476190476,3.390212454,1.476190476,1,1,1
Rocky V,16,407,6,119946358,42000000,2.855865667,5.909121394,2.825168668,3,2,1
Notting Hill,36,445,13,363889678,42000000,8.664039952,3.167063574,4.279037152,1,1,1
Reindeer Games,382,189,12,32168970,42000000,0.765927857,1.543818978,2.343178803,2,1,1
Original Sin,574,645,12,35402320,42000000,0.842912381,0.842912381,1.427674726,1,1,1
High Crimes,343,54,6,63781810,42000000,1.518614524,1.075444669,1.237492568,1,2,1
Along Came Polly,42,806,3,171963386,42000000,4.094366333,3.145193284,2.036789228,10,3,1
The Forgotten,441,14,7,117575636,42000000,2.799419905,3.803874836,3.758542074,1,1,1
Lord of War,17,282,7,24127895,42000000,0.57447369,1.677531463,1.971246251,4,1,1
The Warrior's Way,635,1185,2,11087569,42000000,0.263989738,0.263989738,1.102078899,2,1,1
Red Riding Hood,1028,895,9,89162162,42000000,2.122908619,4.423549011,2.293516993,1,1,1
Man on a Ledge,1108,1237,4,46221189,42000000,1.1005045,1.1005045,1.983524075,1,1,1
21 Jump Street,874,1248,4,201585328,42000000,4.799650667,4.284241473,5.919669693,1,1,1
The Impossible,589,1286,12,180274123,42000000,4.292241024,2.688594558,1.993734001,4,1,1
Horrible Bosses 2,1009,1092,3,107670357,42000000,2.563579929,2.308965609,3.233611584,6,4,1
Snatched,1235,1066,4,60845711,42000000,1.448707405,2.453730783,2.735722174,1,1,1
Mr. Saturday Night,474,523,6,13300000,43000000,0.309302326,0.309302326,3.910357585,1,1,1
Finding Forrester,50,23,6,80049764,43000000,1.861622419,1.720837641,3.997717463,3,3,1
The Sweetest Thing,520,430,13,68696770,43000000,1.597599302,3.316795358,3.547545009,2,1,1
Elektra,745,319,4,56681566,43000000,1.318175953,1.49969294,2.297284025,1,2,1
Monster-in-Law,238,620,13,154749918,43000000,3.598835302,3.08203487,3.556365267,1,1,1
The Skeleton Key,510,57,6,91974818,43000000,2.138949256,1.13088516,1.932892896,3,2,1
The Heat,55,1197,4,158674180,43000000,3.690097209,5.396356839,4.648968252,2,2,1
A Monster Calls,1301,1286,6,46652768,43000000,1.084948093,2.688594558,1.084948093,1,1,1
Nixon,8,8,5,13681765,44000000,0.310949205,2.411277524,2.077879712,1,1,1
The Fugitive,85,42,2,368875760,44000000,8.38354,2.583754567,3.675716323,2,1,1
Sleepers,10,75,7,165615285,44000000,3.76398375,2.584341047,2.005681337,4,1,1
Rambo: First Blood Part II,16,154,4,300400432,44000000,6.827282545,3.238556568,2.825168668,19,2,1
Battlefield Earth,15,540,4,21400000,44000000,0.486363636,0.486363636,1.888123968,6,1,1
Charlie St. Cloud,989,711,6,48190704,44000000,1.095243273,2.256060986,3.269357361,3,1,2
The Host,965,282,4,63327201,44000000,1.439254568,1.677531463,2.383375291,2,2,1
The Interview,846,1307,4,12342632,44000000,0.280514364,2.109652838,2.05999374,3,2,2
The Hateful Eight,248,298,7,155760117,44000000,3.540002659,3.91837429,1.483696184,1,1,1
The Accountant,382,813,7,155160045,44000000,3.526364659,1.947139822,2.343178803,3,1,1
Argo,382,1025,6,232324128,44500000,5.220766921,3.735241628,2.343178803,4,1,2
Showgirls,57,64,6,20350754,45000000,0.452238978,3.550856213,0.452238978,1,1,1
Mary Shelley's Frankenstein,10,85,6,112006296,45000000,2.4890288,1.665756958,2.005681337,8,1,1
The Specialist,16,92,4,170362582,45000000,3.785835156,3.413870544,2.825168668,19,1,1
The Client,21,105,6,117615211,45000000,2.613671356,2.457312924,2.234355698,4,3,1
I Love Trouble,67,108,4,61947267,45000000,1.376605933,0.799935792,2.688254826,1,1,1
The Phantom,139,128,2,17300889,45000000,0.3844642,2.564339281,0.3844642,1,2,1
Jack,2,173,3,58620973,45000000,1.302688289,2.324233971,3.851135808,11,2,1
Tin Cup,90,187,3,53854588,45000000,1.196768622,2.023127822,2.388660182,2,3,2
Liar Liar,13,102,3,302710615,45000000,6.726902556,4.235448899,3.505449414,10,3,2
Anaconda,238,92,2,136885767,45000000,3.041905933,3.413870544,3.556365267,1,1,1
Deep Rising,271,302,2,11203026,45000000,0.248956133,0.248956133,0.248956133,1,1,1
Blade,14,371,10,131183530,45000000,2.915189556,2.606730701,2.04278006,1,1,1
The Pelican Brief,36,217,6,195268056,45000000,4.339290133,4.661912841,4.279037152,6,4,1
Universal Soldier: The Return,5,460,4,10667893,45000000,0.237064289,0.237064289,2.467208398,8,1,1
Galaxy Quest,78,398,3,90683916,45000000,2.015198133,1.3557096,2.880009462,4,1,1
Patriot Games,85,104,6,178051587,45000000,3.956701933,2.317741441,3.675716323,4,5,2
Chicken Run,40,551,1,224834564,45000000,4.996323644,5.705709022,3.483326752,1,1,1
Coyote Ugly,504,556,3,113916474,45000000,2.5314772,2.5314772,2.5314772,1,1,1
Miss Congeniality,55,419,3,212000000,45000000,4.711111111,1.976372751,4.648968252,6,6,1
Scary Movie 2,552,115,3,141220678,45000000,3.138237289,5.070782719,3.830961111,3,4,1
Training Day,48,303,4,104876233,45000000,2.330582956,2.017621194,2.188072137,8,6,3
Intersection,126,489,6,21355893,45000000,0.4745754,1.219508278,2.102684389,6,3,1
Changing Lanes,382,445,4,94935764,45000000,2.109683644,3.167063574,2.343178803,2,1,1
Chicago,670,744,4,306776732,45000000,6.817260711,3.414216955,3.514485839,1,1,1
"Legally Blonde 2: Red, White & Blonde",555,770,3,124914842,45000000,2.775885378,2.775885378,3.317383281,4,1,1
Taking Lives,574,822,4,65470529,45000000,1.454900644,2.900517903,1.427674726,3,3,1
Resident Evil: Apocalypse,623,854,10,129394835,45000000,2.875440778,2.875440778,3.15628351,3,1,1
Surviving Christmas,382,491,3,14793624,45000000,0.3287472,2.805183152,2.343178803,4,3,1
Flight of the Phoenix,128,663,4,21009180,45000000,0.466870667,2.656035115,3.139474424,2,4,1
Unleashed,464,710,4,50871113,45000000,1.130469178,1.634528529,2.118469161,6,4,1
Kicking & Screaming,349,667,13,56070433,45000000,1.246009622,2.683487733,2.769122246,1,1,1
Rebound,417,493,3,16809014,45000000,0.373533644,3.411609629,3.002053584,4,4,1
Four Brothers,258,137,4,92374674,45000000,2.052770533,2.865572261,2.191573798,7,3,1
"Yours, Mine & Ours",128,293,3,72028752,45000000,1.600638933,3.999810158,3.139474424,3,2,1
The Producers,201,922,3,38058335,45000000,0.845740778,0.845740778,2.910052274,4,1,1
Last Holiday,786,65,2,38399961,45000000,0.853332467,1.832136827,1.257261702,1,1,1
Firewall,85,856,12,82800000,45000000,1.84,1.5895485,3.675716323,1,1,1
Inside Man,48,51,7,184376254,45000000,4.097250089,1.71770608,2.188072137,1,2,4
Scary Movie 4,552,562,3,178262620,45000000,3.961391556,3.850269616,3.830961111,3,5,1
Pathfinder,913,788,2,30822861,45000000,0.684952467,4.326810907,0.741826007,1,2,1
Resident Evil: Extinction,623,146,10,148412065,45000000,3.298045889,1.526969489,3.15628351,3,1,1
Love in the Time of Cholera,912,255,6,4607608,45000000,0.102391289,0.650552744,0.145676464,2,1,1
The Bucket List,204,7,6,175372502,45000000,3.897166711,2.72576091,3.01931464,3,3,1
Journey to the Center of the Earth,378,1067,4,101702060,45000000,2.260045778,2.38992377,1.368995393,1,1,1
Death Race,640,22,4,73762516,45000000,1.639167022,3.290114347,2.06482526,13,6,1
Bangkok Dangerous,17,1084,4,42487390,45000000,0.944164222,0.944164222,1.971246251,7,1,1
Miracle at St. Anna,669,51,6,9323833,45000000,0.207196289,1.71770608,1.038301584,2,8,1
Aliens in the Attic,1000,471,2,57881056,45000000,1.286245689,1.606254821,1.286245689,1,1,1
The Ghost Writer,140,103,12,60222298,45000000,1.338273289,2.771370712,1.496392764,1,2,1
Solomon Kane,1037,1159,2,7810000,45000000,0.173555556,1.394347678,0.173555556,1,1,1
Johnny English Reborn,256,448,7,160078586,45000000,3.557301911,2.440622063,7.679397641,1,1,1
The Muppets,927,1228,3,165184237,45000000,3.670760822,2.639213311,3.00030456,3,2,1
The Rum Diary,35,537,6,24000000,45000000,0.533333333,0.551428642,1.561775807,4,1,1
Savages,1130,8,7,82966152,45000000,1.843692267,2.411277524,3.825383416,1,3,1
Taken 2,45,1093,4,376141306,45000000,8.358695689,5.075599585,4.34228698,7,3,2
Alex Cross,851,160,4,30353232,45000000,0.674516267,4.260283363,3.804852024,1,4,1
Step Up All In,1200,1360,13,86165646,45000000,1.914792133,1.914792133,1.914792133,1,1,1
The Girl on the Train,990,1212,7,173185859,45000000,3.848574644,4.409729802,3.586376266,1,1,1
Office Christmas Party,1009,1169,3,114501299,45000000,2.544473311,2.583568419,3.233611584,6,2,2
Patriots Day,258,400,7,50548152,45000000,1.123292267,1.56957192,2.191573798,1,1,2
The Flintstones,87,107,9,341631208,46000000,7.426765391,2.996534564,7.105382696,1,1,1
Courage Under Fire,48,83,6,100860818,46000000,2.192626478,2.340806447,2.188072137,14,3,2
Star Trek: First Contact,81,239,8,150000000,46000000,3.260869565,1.63014077,3.407369897,4,2,2
Shaft,248,137,4,107196498,46000000,2.330358652,2.865572261,1.483696184,5,3,1
Insomnia,4,603,7,113714830,46000000,2.472061522,3.209215543,2.773573524,5,1,1
Prisoners,880,1319,6,122126687,46000000,2.654927978,3.261065575,1.635942561,3,1,1
Silence,1225,10,6,23737523,46000000,0.516033109,2.209111404,1.691694278,3,10,1
The Adventures of Baron Munchausen,556,19,4,8083123,46630000,0.173345979,2.862096042,0.173345979,1,1,1
Mary Reilly,36,36,6,12379402,47000000,0.263391532,3.282006936,4.279037152,6,5,1
The Cable Guy,13,111,3,102825796,47000000,2.187782894,1.893104049,3.505449414,10,3,1
Dick Tracy,280,315,2,103738726,47000000,2.207206936,1.149502044,0.944536664,1,1,4
The Bonfire of the Vanities,1,124,3,15691192,47000000,0.333855149,1.746499177,4.655450038,12,2,1
Solaris,30,320,6,30002758,47000000,0.638356553,1.98505513,2.809310333,4,5,4
1492: Conquest of Paradise,784,34,4,7191399,47000000,0.153008489,2.046012639,0.153008489,1,6,1
Happily N'Ever After,899,980,1,38085778,47000000,0.810335702,0.810335702,0.810335702,1,1,1
Jonah Hex,966,1042,4,10539000,47000000,0.224234043,1.906658461,1.222447017,1,1,1
Final Destination 5,1087,1214,10,157887643,47000000,3.359311553,3.285677717,3.359311553,1,1,1
Arrival,927,1319,12,203388186,47000000,4.327408213,3.261065575,3.00030456,1,1,1
Super Mario Bros.,117,149,2,20915465,48000000,0.435738854,0.435738854,2.573611984,1,1,1
Robin Hood: Prince of Thieves,90,207,2,390493908,48000000,8.13528975,2.756388437,2.388660182,1,1,1
Out of Sight,30,320,13,77745568,48000000,1.619699333,1.98505513,2.809310333,1,1,4
The Thomas Crown Affair,6,55,6,124305181,48000000,2.589691271,3.750510366,2.284334285,2,1,1
Bedazzled,518,230,9,90383208,48000000,1.8829835,2.807705291,1.8829835,1,1,1
Traffic,7,320,12,207515725,48000000,4.323244271,1.98505513,2.582920903,3,2,2
Rat Race,413,56,2,85498534,48000000,1.781219458,2.124792085,1.407604626,1,1,1
Riding in Cars with Boys,327,139,3,35743308,48000000,0.74465225,2.73356065,2.516310699,5,3,1
K-PAX,34,57,6,50315140,48000000,1.048232083,1.13088516,2.456809232,5,2,1
Panic Room,70,25,7,196397415,48000000,4.091612813,4.062399095,4.807917854,3,3,1
The Ring,589,294,10,249348933,48000000,5.194769438,2.459635972,1.993734001,2,1,1
Scary Movie 3,714,562,3,220673217,48000000,4.597358688,3.850269616,4.597358688,1,5,1
Tooth Fairy,627,729,3,112462508,48000000,2.342968917,3.152751311,2.218516066,2,2,1
Taken 3,45,1093,12,325771424,48000000,6.786904667,5.075599585,4.34228698,1,1,2
Basic Instinct,7,64,12,352927224,49000000,7.202596408,3.550856213,2.582920903,3,1,1
The One,464,509,4,72700000,49000000,1.483673469,2.836643901,2.118469161,6,1,1
The Adventures of Ford Fairlane,730,9,4,20423389,49000000,0.416803857,2.024278008,0.416803857,1,10,1
Chappie,1001,1117,7,104399548,49000000,2.13060302,4.578961694,2.736953322,1,1,2
Your Highness,1077,1073,3,26121638,49900000,0.523479719,1.305299563,0.523479719,1,3,1
Assassins,16,16,4,30303072,50000000,0.60606144,3.658721096,2.825168668,19,6,1
Fair Game,31,31,4,11534477,50000000,0.23068954,0.23068954,0.23068954,1,1,1
Broken Arrow,15,38,4,150270147,50000000,3.00540294,2.950625088,1.888123968,6,4,2
Jade,43,45,4,9851610,50000000,0.1970322,0.821591415,0.1970322,1,3,1
Casper,18,50,9,287928194,50000000,5.75856388,3.282579055,3.072582671,1,1,1
Congo,47,52,4,152022101,50000000,3.04044202,2.229042357,5.315391221,1,2,1
The Scarlet Letter,56,63,6,10382407,50000000,0.20764814,0.803706719,0.944551368,2,2,1
Outbreak,72,87,4,189859560,50000000,3.7971912,2.251213222,5.482046743,1,3,1
Beverly Hills Cop III,37,121,4,119208989,50000000,2.38417978,2.40860868,2.842407681,5,2,3
Terminal Velocity,102,151,4,16478900,50000000,0.329578,2.271474875,2.441380392,5,2,1
Striptease,56,172,6,113309743,50000000,2.26619486,2.26619486,0.944551368,2,1,1
Chain Reaction,52,42,4,60209334,50000000,1.20418668,2.583754567,2.777037085,5,5,1
Escape from L.A.,77,119,4,42277365,50000000,0.8455473,2.223226829,1.867476349,12,5,4
The Chamber,171,205,7,22540359,50000000,0.45080718,1.727695006,1.350027499,1,4,1
The Ghost and the Darkness,7,211,2,75000000,50000000,1.5,2.355858171,2.582920903,1,2,1
Alien³,192,25,8,159773545,50000000,3.1954709,4.062399095,3.295051806,2,1,1
Jerry Maguire,99,249,3,273552592,50000000,5.47105184,2.212629102,4.492738524,3,2,2
Absolute Power,103,40,7,50068310,50000000,1.0013662,3.849782014,4.490158451,3,5,13
G.I. Jane,56,34,4,48169156,50000000,0.96338312,2.046012639,0.944551368,1,6,1
The Game,7,25,6,109423648,50000000,2.18847296,4.062399095,2.582920903,4,3,1
Mad City,15,285,4,10541523,50000000,0.21083046,0.21083046,1.888123968,6,1,1
As Good as It Gets,204,305,3,314178011,50000000,6.28356022,3.178015836,3.01931464,2,3,1
Gremlins 2: The New Batch,303,321,3,41482207,50000000,0.82964414,3.233025868,7.373144888,1,3,2
The Negotiator,248,29,4,44547681,50000000,0.89095362,3.641085869,1.483696184,5,3,1
Santa Claus: The Movie,367,247,14,23717291,50000000,0.47434582,3.425671942,5.060674506,1,1,1
Patch Adams,2,102,3,202292902,50000000,4.04585804,4.235448899,3.851135808,11,3,1
The Mod Squad,393,436,4,13260050,50000000,0.265201,0.265201,0.9072576,1,1,1
The Story of Us,19,7,3,58900031,50000000,1.17800062,2.72576091,2.450132205,6,7,1
The Hurricane,48,467,6,73956241,50000000,1.47912482,4.790684218,2.188072137,14,3,1
Annie,528,227,3,57059003,50000000,1.14118006,2.408540075,1.14118006,1,1,1
Exit Wounds,61,517,4,79958599,50000000,1.59917198,1.737726147,2.553954139,9,4,1
Don't Say a Word,7,276,12,100020092,50000000,2.00040184,1.556027457,2.582920903,3,1,1
Baby's Day Out,615,678,4,16671505,50000000,0.3334301,2.72831055,0.3334301,1,1,1
Murder by Numbers,55,501,7,56714147,50000000,1.13428294,1.736408855,4.648968252,2,1,1
Unfaithful,126,375,12,119137784,50000000,2.38275568,2.708437898,2.102684389,2,1,1
Mr. Deeds,38,699,3,171269535,50000000,3.4253907,3.545093192,2.958594094,18,1,1
Blood Work,103,40,7,26199517,50000000,0.52399034,3.849782014,4.490158451,3,5,13
How to Lose a Guy in 10 Days,510,419,3,177371441,50000000,3.54742882,1.976372751,1.932892896,3,6,1
Shanghai Knights,346,750,4,88323487,50000000,1.76646974,3.005311492,2.872193017,4,1,1
The Life of David Gale,249,237,6,38955598,50000000,0.77911196,3.407028696,1.985302741,2,3,1
Basic,15,55,4,42792561,50000000,0.85585122,3.750510366,1.888123968,6,4,1
Out of Time,48,54,12,55495563,50000000,1.10991126,1.075444669,2.188072137,2,1,2
The Big Bounce,598,811,3,6808550,50000000,0.136171,0.136171,3.166471558,6,1,1
Twisted,343,225,4,25195000,50000000,0.5039,1.856459559,1.237492568,1,1,1
On Deadly Ground,61,831,4,49000000,50000000,0.98,0.98,2.553954139,9,1,1
Raising Helen,510,453,6,49718611,50000000,0.99437222,2.985552964,1.932892896,3,1,1
Garfield,208,840,1,200804534,50000000,4.01609068,2.186705169,4.115000512,1,1,1
Shall We Dance?,126,608,6,170128460,50000000,3.4025692,2.244703994,2.102684389,6,1,1
Bridget Jones: The Edge of Reason,545,863,3,40203020,50000000,0.8040604,0.8040604,3.902901767,4,1,1
The Ring Two,589,876,6,161451538,50000000,3.22903076,3.22903076,1.993734001,4,1,1
The Life Aquatic with Steve Zissou,208,402,2,34808403,50000000,0.69616806,2.681357111,4.115000512,1,3,1
The Hitchhiker's Guide to the Galaxy,815,889,2,104478416,50000000,2.08956832,1.903565285,2.08956832,1,1,1
The Adventures of Sharkboy and Lavagirl,819,30,2,69425966,50000000,1.38851932,2.592559936,1.866933303,1,1,1
Herbie Fully Loaded,734,897,3,66002004,50000000,1.32004008,1.32004008,2.60615108,4,1,1
The Dukes of Hazzard,657,681,4,110803676,50000000,2.21607352,2.516155604,7.534419696,2,1,1
Domino,717,53,4,22944502,50000000,0.45889004,3.003693988,3.023450312,1,9,1
Oliver Twist,829,103,7,42093706,50000000,0.84187412,2.771370712,0.84187412,1,3,1
Into the Blue,275,614,4,44434439,50000000,0.88868878,1.42154539,2.027939612,6,1,1
Stay,140,670,11,8342132,50000000,0.16684264,3.600230499,1.496392764,1,1,1
Syriana,30,717,6,94000000,50000000,1.88,0.89004206,2.809310333,4,2,1
Underworld: Evolution,702,779,9,111340801,50000000,2.22681602,3.288600215,2.573820688,3,2,2
Curious George,349,926,2,69834815,50000000,1.3966963,1.3966963,2.769122246,1,1,1
Failure to Launch,143,543,3,128406887,50000000,2.56813774,1.548279012,2.505834104,1,1,1
The Shaggy Dog,78,525,3,61112916,50000000,1.22225832,0.997428452,2.880009462,4,4,1
Silent Hill,861,944,10,97607453,50000000,1.95214906,1.95214906,1.95214906,1,1,1
RV,2,15,3,87528173,50000000,1.75056346,2.408337951,3.851135808,11,3,1
The Ant Bully,36,668,9,55181129,50000000,1.10362258,2.17053593,4.279037152,1,1,1
The Black Dahlia,605,124,6,49111202,50000000,0.98222404,1.746499177,1.579660289,3,4,1
Perfume: The Story of a Murderer,889,973,7,132180323,50000000,2.64360646,1.329083582,2.64360646,1,1,1
Hannibal Rising,905,985,7,82169884,50000000,1.64339768,1.64339768,1.64339768,1,1,1
Sunshine,878,174,8,32017803,50000000,0.64035606,2.144190689,2.080871722,1,1,1
Goya's Ghosts,912,219,6,9448082,50000000,0.18896164,1.054680095,0.145676464,2,3,1
Hairspray,15,591,14,90450008,50000000,1.80900016,2.815175528,1.888123968,1,1,1
Sweeney Todd: The Demon Barber of Fleet Street,35,76,6,152000000,50000000,3.04,2.832377782,1.561775807,4,2,4
Rambo,16,406,4,113244290,50000000,2.2648858,4.965302712,2.825168668,19,1,4
